Time (min),CLK/CYC_ODE,CLK_ODE,clk_ODE,CRY_ODE,CWO_ODE,cwo_ODE,PDP1_ODE,pdp1_ODE,PER/TIM_ODE,PER_ODE,per_ODE,TIM_ODE,tim_ODE,VRI_ODE,vri_ODE,
554.0924,60.5379,48.6069,73.1781,4.4531,87.442,84.6108,100,95.1708,99.2375,96.4346,67.7667,96.8031,84.976,97.9207,83.3491,
557.796,60.5374,48.6074,73.1786,4.4526,87.4424,84.6103,100,95.1706,99.2376,96.4344,67.7663,96.8029,84.9756,97.9209,83.3487,
561.4996,60.537,48.608,73.1792,4.4522,87.4429,84.6098,100,95.1703,99.2377,96.4342,67.7658,96.8028,84.9752,97.921,83.3483,
562.0017,60.5365,48.6086,73.1797,4.4518,87.4433,84.6093,100,95.1701,99.2378,96.434,67.7654,96.8026,84.9748,97.9212,83.348,
562.0645,60.5361,48.6091,73.1802,4.4513,87.4438,84.6089,100,95.1699,99.2379,96.4338,67.7649,96.8024,84.9744,97.9214,83.3476,
562.5667,60.5357,48.6096,73.1806,4.451,87.4441,84.6085,100,95.1697,99.238,96.4337,67.7646,96.8023,84.9742,97.9215,83.3473,
564.701,60.5353,48.61,73.181,4.4507,87.4445,84.6081,100,95.1695,99.2381,96.4335,67.7642,96.8021,84.9739,97.9216,83.347,
565.7681,60.535,48.6104,73.1813,4.4504,87.4449,84.6077,100,95.1693,99.2382,96.4333,67.7639,96.802,84.9736,97.9217,83.3467,
567.9024,60.5346,48.6109,73.1817,4.4502,87.4452,84.6073,100,95.1691,99.2383,96.4332,67.7635,96.8019,84.9733,97.9219,83.3464,
574.3051,60.5342,48.6113,73.1821,4.4499,87.4456,84.607,100,95.1689,99.2384,96.433,67.7632,96.8017,84.973,97.922,83.3461,
575.3723,60.5339,48.6117,73.1825,4.4497,87.4459,84.6066,100,95.1688,99.2385,96.4329,67.7628,96.8016,84.9727,97.9221,83.3458,
578.0715,60.5335,48.6122,73.1829,4.4494,87.4463,84.6062,100,95.1686,99.2385,96.4327,67.7625,96.8015,84.9724,97.9223,83.3455,
582.5911,60.5332,48.6126,73.1833,4.4491,87.4466,84.6058,100,95.1684,99.2386,96.4325,67.7621,96.8013,84.9721,97.9224,83.3452,
588.68,60.5314,48.6148,73.1853,4.4479,87.4484,84.6039,100,95.1675,99.2391,96.4317,67.7604,96.8007,84.9706,97.923,83.3436,
591.3793,60.5295,48.617,73.1872,4.4466,87.4502,84.602,100,95.1666,99.2395,96.4309,67.7586,96.8,84.9692,97.9237,83.3421,
591.8814,60.5277,48.6191,73.1892,4.4454,87.4519,84.6001,100,95.1656,99.2399,96.4301,67.7569,96.7993,84.9677,97.9243,83.3406,
598.2842,60.5259,48.6213,73.1912,4.4441,87.4537,84.5983,100,95.1647,99.2404,96.4293,67.7551,96.7986,84.9662,97.925,83.3391,
607.3235,60.5169,48.6322,73.201,4.4379,87.4625,84.5888,100,95.1602,99.2425,96.4253,67.7464,96.7953,84.9589,97.9282,83.3315,
612.6591,60.5079,48.6431,73.2108,4.4316,87.4713,84.5793,100,95.1556,99.2447,96.4213,67.7376,96.7919,84.9515,97.9315,83.324,
615.4839,60.4988,48.6539,73.2207,4.4254,87.4802,84.5699,100,95.151,99.2468,96.4172,67.7289,96.7885,84.9441,97.9347,83.3164,
618.5597,60.4898,48.6648,73.2305,4.4191,87.489,84.5604,100,95.1464,99.249,96.4132,67.7201,96.7851,84.9368,97.9379,83.3088,
625.4647,60.4446,48.7192,73.2796,4.3879,87.533,84.513,99.9998,95.1235,99.2596,96.393,67.6764,96.7681,84.9,97.9541,83.271,
627.599,60.3994,48.7735,73.3287,4.3569,87.577,84.4656,99.9997,95.1005,99.2703,96.3727,67.6326,96.7511,84.8631,97.9702,83.2331,
628.9172,60.3542,48.8279,73.3778,4.3259,87.6209,84.4181,99.9994,95.0775,99.2808,96.3524,67.5889,96.734,84.8263,97.9862,83.1952,
629.7332,60.3089,48.8823,73.4268,4.2951,87.6648,84.3706,99.9992,95.0544,99.2912,96.3321,67.5451,96.7168,84.7894,98.0021,83.1572,
632.9346,60.0825,49.1543,73.6716,4.1428,87.8829,84.1324,99.9968,94.9383,99.3423,96.2295,67.3259,96.6297,84.6043,98.0809,82.967,
638.7724,59.8558,49.4263,73.9156,3.9935,88.0993,83.893,99.9928,94.8209,99.3915,96.1257,67.1065,96.5407,84.4183,98.1581,82.776,
640.6556,59.6287,49.6984,74.159,3.8473,88.3139,83.6525,99.9874,94.7023,99.4386,96.0206,66.8867,96.4499,84.2315,98.2337,82.5842,
642.5388,59.4014,49.9706,74.4016,3.7039,88.5268,83.411,99.9804,94.5824,99.4839,95.9142,66.6665,96.3572,84.0439,98.3078,82.3917,
644.1081,58.9872,50.4655,74.8407,3.451,88.9091,82.9691,99.9638,94.3612,99.5612,95.7174,66.2654,96.1839,83.7005,98.4384,82.0397,
645.6774,58.572,50.9605,75.2773,3.2077,89.2854,82.5238,99.9421,94.1359,99.6321,95.5165,65.8633,96.0043,83.3544,98.5637,81.6853,
649.4438,58.1558,51.4555,75.7114,2.974,89.6557,82.0751,99.9154,93.9065,99.6967,95.3115,65.4601,95.8186,83.0056,98.6838,81.3285,
649.9459,57.7387,51.9506,76.1429,2.7499,90.02,81.6231,99.8836,93.673,99.755,95.1024,65.056,95.6267,82.654,98.7987,80.9693,
653.1473,57.3069,52.4617,76.5857,2.5283,90.3897,81.1531,99.8456,93.4277,99.8086,94.8821,64.6376,95.422,82.2882,98.9118,80.5958,
656.3487,56.8742,52.9728,77.0256,2.3167,90.7528,80.6799,99.8022,93.1782,99.8555,94.6575,64.2182,95.2108,81.9195,99.0193,80.2199,
660.1151,56.4406,53.4837,77.4626,2.115,91.1093,80.2035,99.7535,92.9243,99.8958,94.4287,63.7978,94.9929,81.5481,99.1213,79.8416,
661.6844,56.0061,53.9943,77.8966,1.9231,91.4591,79.7241,99.6995,92.6663,99.9294,94.1957,63.3765,94.7685,81.1739,99.2176,79.4608,
665.1369,55.5342,54.5473,78.3636,1.726,91.8306,79.2013,99.635,92.3819,99.9585,93.9384,62.919,94.518,80.7654,99.3157,79.0456,
669.6565,55.0614,55.0999,78.8269,1.5402,92.1942,78.6751,99.5643,92.0927,99.9799,93.6762,62.4604,94.2598,80.3537,99.4072,78.6276,
670.7236,54.5877,55.6521,79.2866,1.3655,92.5498,78.1458,99.4874,91.7986,99.9938,93.4092,62.0008,93.9941,79.939,99.4921,78.2069,
671.2886,54.113,56.2036,79.7425,1.2019,92.8973,77.6135,99.4044,91.4997,100,93.1375,61.5403,93.7209,79.5212,99.5704,77.7836,
673.4228,53.5926,56.8066,80.2371,1.0353,93.2684,77.0275,99.3065,91.167,99.9982,92.8347,61.0352,93.4133,79.0606,99.6486,77.3173,
682.4621,53.0713,57.4087,80.7271,0.8817,93.6298,76.4382,99.2014,90.8288,99.9876,92.5263,60.5292,93.0969,78.5965,99.719,76.848,
683.5292,52.5491,58.0098,81.2124,0.7409,93.9814,75.8458,99.0889,90.4849,99.968,92.2124,60.0222,92.7717,78.129,99.7815,76.3758,
690.4342,52.026,58.6099,81.6929,0.6128,94.3232,75.2504,98.9692,90.1355,99.9397,91.893,59.5142,92.4379,77.6581,99.8362,75.9006,
693.6356,51.4399,59.2799,82.2247,0.4842,94.6939,74.5809,98.8268,89.738,99.8977,91.5294,58.945,92.0542,77.1274,99.8881,75.3657,
695.2677,50.8529,59.9484,82.7503,0.3712,95.0522,73.9082,98.6754,89.3337,99.845,91.1591,58.3747,91.6599,76.5926,99.9302,74.8272,
697.4019,50.2651,60.6152,83.2697,0.2734,95.398,73.2323,98.515,88.9227,99.7816,90.7823,57.8035,91.2552,76.0539,99.9625,74.2854,
697.9041,49.6766,61.2801,83.7826,0.1908,95.7313,72.5537,98.3458,88.505,99.7076,90.399,57.2315,90.8402,75.5113,99.9851,73.7403,
706.9433,48.9905,62.0519,84.3716,0.1134,96.1036,71.7602,98.1377,88.0104,99.6083,89.9448,56.5646,90.3443,74.8748,99.9991,73.1016,
708.5754,48.3038,62.8208,84.9517,0.056,96.4589,70.9635,97.9177,87.507,99.495,89.4822,55.8967,89.8349,74.2334,100,72.4587,
719.2467,47.6164,63.5867,85.5226,0.0183,96.7971,70.1639,97.686,86.995,99.368,89.0112,55.2281,89.3124,73.5872,99.9878,71.8118,
719.7489,46.9286,64.3492,86.0843,0,97.1181,69.3617,97.4426,86.4744,99.2273,88.5322,54.5589,88.7769,72.9364,99.9626,71.161,
721.8832,46.0504,65.3174,86.7874,0.0045,97.503,68.3349,97.1151,85.7978,99.0284,87.9093,53.7041,88.0752,72.0992,99.9115,70.3249,
722.6364,45.1719,66.2794,87.4748,0.0398,97.86,67.3051,96.769,85.1079,98.808,87.2738,52.8487,87.3535,71.2551,99.8393,69.483,
723.5153,44.2935,67.2349,88.1463,0.1053,98.189,66.273,96.4044,84.4049,98.5667,86.6261,51.993,86.6125,70.4044,99.7463,68.6357,
724.5824,43.4155,68.1834,88.8015,0.2005,98.4902,65.2393,96.0217,83.6891,98.3048,85.9664,51.1373,85.8527,69.5473,99.6325,67.7831,
727.2188,42.5407,69.1217,89.4382,0.3246,98.7628,64.2077,95.6222,82.963,98.0236,85.2972,50.2844,85.0772,68.6868,99.4985,66.9282,
729.8553,41.6669,70.0522,90.0583,0.4772,99.0079,63.1758,95.2051,82.2248,97.7228,84.6168,49.432,84.2844,67.8207,99.3442,66.0687,
731.4874,40.7942,70.9747,90.6614,0.658,99.2255,62.1439,94.7706,81.4748,97.4029,83.9256,48.5803,83.4749,66.9493,99.1697,65.205,
735.7559,39.923,71.8885,91.2473,0.8665,99.4158,61.1129,94.3189,80.7133,97.0643,83.2239,47.7297,82.6493,66.0728,98.9752,64.3373,
738.3923,39.0547,72.7923,91.8151,1.102,99.5788,60.0844,93.8509,79.9415,96.7079,82.513,46.8814,81.8093,65.1927,98.7612,63.4669,
739.2084,38.1883,73.6867,92.3652,1.3643,99.7149,59.0577,93.3663,79.1589,96.3336,81.7922,46.0346,80.9546,64.3083,98.5276,62.5932,
742.1587,37.3243,74.5715,92.8975,1.6529,99.8244,58.0333,92.8654,78.3657,95.9421,81.0621,45.1895,80.0857,63.4199,98.2747,61.7164,
745.3601,36.4628,75.4461,93.4118,1.9676,99.9073,57.0118,92.3484,77.5623,95.5337,80.3228,44.3464,79.2034,62.5277,98.0026,60.8367,
747.9965,35.7697,76.1443,93.8134,2.2402,99.9551,56.1899,91.9197,76.9068,95.1921,79.7199,43.6678,78.482,61.8053,97.7692,60.1251,
751.1979,35.0786,76.8355,94.2031,2.5293,99.986,55.3703,91.4808,76.2449,94.84,79.1114,42.9907,77.7526,61.0808,97.5236,59.4119,
753.3322,34.3896,77.5195,94.5807,2.8346,100,54.5534,91.032,75.5769,94.4777,78.4976,42.3153,77.0156,60.3544,97.2659,58.6974,
755.4664,33.7029,78.1961,94.9462,3.1561,99.9974,53.7393,90.5732,74.903,94.1054,77.8787,41.6417,76.2711,59.6263,96.9963,57.9817,
755.4664,33.1023,78.7835,95.2567,3.4512,99.9815,53.0276,90.1627,74.3069,93.7707,77.3314,41.0523,75.6121,58.9861,96.75,57.3528,
757.0357,32.5036,79.365,95.5578,3.7585,99.953,52.3183,89.7449,73.7065,93.4287,76.7805,40.4645,74.948,58.3449,96.4946,56.7232,
760.8021,31.907,79.9404,95.8493,4.0777,99.912,51.6117,89.3198,73.1018,93.0794,76.226,39.8784,74.2788,57.7026,96.2303,56.093,
763.4385,31.3125,80.5096,96.1312,4.4088,99.8587,50.9079,88.8875,72.493,92.7231,75.668,39.294,73.6049,57.0595,95.9571,55.4623,
765.5728,30.7597,81.035,96.3856,4.7284,99.7979,50.2538,88.4778,71.9213,92.3845,75.1442,38.7503,72.972,56.4587,95.6943,54.8734,
765.5728,30.209,81.5549,96.6315,5.0581,99.7265,49.6023,88.062,71.3463,92.0399,74.6177,38.2083,72.3353,55.8573,95.424,54.2842,
767.2049,29.6603,82.069,96.869,5.3978,99.6447,48.9536,87.6403,70.7679,91.6897,74.0883,37.6679,71.695,55.2554,95.1462,53.6948,
769.2764,29.1137,82.5774,97.0979,5.7474,99.5525,48.3078,87.2126,70.1864,91.3338,73.5564,37.1294,71.0513,54.6531,94.861,53.1053,
777.3112,28.5942,83.0571,97.3085,6.0903,99.4549,47.6941,86.7991,69.6285,90.989,73.0463,36.6171,70.4339,54.078,94.5819,52.5425,
778.3784,28.0767,83.5314,97.5112,6.4421,99.3481,47.0832,86.3804,69.0678,90.6394,72.534,36.1065,69.8137,53.5026,94.2963,51.9798,
780.5126,27.5613,84.0001,97.7062,6.8026,99.2322,46.4751,85.9565,68.5045,90.285,72.0195,35.5977,69.1909,52.9271,94.0041,51.4172,
782.6469,27.0481,84.4633,97.8932,7.1719,99.1072,45.87,85.5276,67.9386,89.9259,71.503,35.0908,68.5655,52.3515,93.7055,50.8547,
785.8483,26.5548,84.9051,98.0664,7.5366,98.9781,45.2885,85.1088,67.3899,89.5749,71.0023,34.603,67.9594,51.7957,93.4112,50.3118,
786.8527,26.0636,85.3416,98.2322,7.9093,98.8407,44.7099,84.6854,66.8388,89.2197,70.4999,34.1171,67.3513,51.2401,93.1109,49.7692,
788.9869,25.5746,85.7727,98.3906,8.2899,98.6951,44.1342,84.2576,66.2856,88.8605,69.9958,33.633,66.7412,50.6845,92.8048,49.2268,
794.3226,25.0878,86.1983,98.5416,8.6783,98.5415,43.5615,83.8253,65.7303,88.4973,69.49,33.1508,66.1293,50.1291,92.493,48.6848,
800.9765,24.6166,86.607,98.6814,9.0636,98.3845,43.0073,83.4007,65.1882,88.1404,68.9965,32.6835,65.5324,49.5892,92.1842,48.158,
802.8596,24.1476,87.0103,98.8142,9.4561,98.22,42.456,82.972,64.6443,87.7799,68.5016,32.2182,64.934,49.0495,91.8701,47.6317,
804.4917,23.6808,87.4084,98.94,9.8559,98.0481,41.9077,82.5394,64.0985,87.4159,68.0053,31.7547,64.3343,48.5101,91.5507,47.1058,
806.626,23.2164,87.801,99.0587,10.2628,97.869,41.3624,82.1028,63.5511,87.0485,67.5078,31.2931,63.7333,47.9712,91.2262,46.5805,
807.6931,22.7646,88.1796,99.168,10.6675,97.6868,40.8321,81.6722,63.0141,86.6861,67.02,30.8436,63.1444,47.4447,90.9039,46.0675,
809.2624,22.315,88.553,99.2706,11.0789,97.498,40.3048,81.238,62.4756,86.3205,66.5312,30.3961,62.5546,46.9187,90.5767,45.555,
809.7646,21.8678,88.921,99.3664,11.497,97.3024,39.7805,80.8002,61.9357,85.952,66.0412,29.9505,61.9639,46.3932,90.2447,45.0432,
817.2345,21.423,89.2837,99.4555,11.9217,97.1002,39.2593,80.359,61.3944,85.5806,65.5503,29.5068,61.3723,45.8683,89.908,44.532,
821.0009,20.9887,89.6344,99.5363,12.3449,96.8953,38.7505,79.9225,60.8616,85.2132,65.0675,29.0732,60.7909,45.3536,89.5729,44.031,
827.9058,20.5568,89.9799,99.6107,12.7743,96.6843,38.2448,79.4827,60.3277,84.8431,64.5837,28.6416,60.2089,44.8396,89.2334,43.5307,
829.5379,20.1273,90.3201,99.6786,13.21,96.4672,37.7421,79.0398,59.7925,84.4705,64.0992,28.212,59.6264,44.3264,88.8895,43.0312,
830.5423,19.7002,90.655,99.74,13.6517,96.244,37.2425,78.5938,59.2563,84.0953,63.6139,27.7843,59.0435,43.8139,88.5412,42.5326,
831.6094,19.2821,90.9794,99.794,14.0926,96.0184,36.7535,78.1515,58.7272,83.7235,63.1354,27.3652,58.4692,43.3099,88.1941,42.0424,
834.3086,18.8665,91.2987,99.8418,14.5394,95.7871,36.2675,77.7064,58.1971,83.3493,62.6562,26.9481,57.8947,42.8069,87.8429,41.5532,
842.2807,18.4534,91.6126,99.8833,14.9918,95.5502,35.7846,77.2584,57.6661,82.9729,62.1764,26.533,57.32,42.3047,87.4877,41.0648,
843.9128,18.0428,91.9211,99.9184,15.45,95.3077,35.3047,76.8076,57.1342,82.5943,61.6961,26.12,56.7453,41.8034,87.1284,40.5775,
852.4499,17.6399,92.2205,99.947,15.9079,95.063,34.834,76.3599,56.6083,82.2186,61.2215,25.7143,56.1779,41.3095,86.77,40.0973,
854.0192,17.2396,92.5145,99.9694,16.3712,94.8131,34.3664,75.9095,56.0818,81.8408,60.7465,25.3107,55.6107,40.8165,86.4077,39.6182,
855.5885,16.8419,92.8033,99.9857,16.8399,94.558,33.9018,75.4566,55.5545,81.4611,60.2711,24.9091,55.0436,40.3245,86.0418,39.1401,
857.7228,16.4468,93.0868,99.9959,17.314,94.2979,33.4403,75.0012,55.0266,81.0796,59.7953,24.5096,54.4768,39.8336,85.6722,38.6631,
863.6234,16.0586,93.3619,100,17.7881,94.0356,32.9868,74.5483,54.5038,80.7004,59.3245,24.1166,53.9164,39.3491,85.303,38.1923,
867.3269,15.673,93.6317,99.9981,18.2674,93.7685,32.5364,74.0931,53.9805,80.3195,58.8533,23.7256,53.3564,38.8657,84.9303,37.7227,
868.3941,15.29,93.8962,99.9903,18.7517,93.4967,32.089,73.6355,53.4567,79.9369,58.382,23.3367,52.7969,38.3834,84.5542,37.2542,
870.5283,14.9098,94.1554,99.9765,19.241,93.2202,31.6447,73.1758,52.9325,79.5528,57.9106,22.9499,52.2379,37.9022,84.1747,36.7869,
874.2319,14.5357,94.4069,99.957,19.7308,92.9416,31.2075,72.718,52.4127,79.1706,57.4433,22.5688,51.6845,37.4267,83.7955,36.3251,
877.9983,14.1643,94.6531,99.9317,20.2254,92.6587,30.7734,72.2581,51.8925,78.787,56.9759,22.1899,51.1319,36.9524,83.4129,35.8645,
882.769,13.7957,94.894,99.9006,20.7248,92.3714,30.3423,71.7962,51.3721,78.4021,56.5086,21.813,50.5799,36.4793,83.0273,35.4051,
884.9032,13.4298,95.1296,99.8637,21.2288,92.0797,29.9142,71.3323,50.8515,78.0157,56.0412,21.4384,50.0287,36.0075,82.6385,34.9471,
888.6696,13.0696,95.3581,99.8214,21.7336,91.7862,29.4925,70.8701,50.3347,77.6311,55.5775,21.0688,49.4826,35.5407,82.2497,34.4938,
891.871,12.7122,95.5812,99.7734,22.243,91.4886,29.0739,70.406,49.8178,77.2453,55.1139,20.7013,48.9374,35.0752,81.8579,34.0419,
893.4403,12.3577,95.7991,99.7197,22.7568,91.1869,28.6583,69.94,49.3008,76.8583,54.6504,20.3361,48.3931,34.6111,81.4632,33.5914,
896.0767,12.006,96.0115,99.6605,23.2751,90.8813,28.2457,69.4723,48.7837,76.4703,54.1871,19.973,47.8498,34.1483,81.0656,33.1422,
898.211,11.6596,96.2173,99.596,23.7943,90.5739,27.8389,69.006,48.27,76.0837,53.727,19.6145,47.3111,33.69,80.6679,32.6974,
899.2781,11.3161,96.4178,99.526,24.3178,90.2627,27.4351,68.538,47.7564,75.6961,53.2672,19.2583,46.7735,33.2332,80.2674,32.2539,
903.0445,10.9756,96.613,99.4505,24.8455,89.9478,27.0344,68.0684,47.2428,75.3075,52.8076,18.9042,46.2371,32.7778,79.8642,31.8119,
903.9233,10.6382,96.8028,99.3695,25.3774,89.6293,26.6367,67.5972,46.7294,74.9181,52.3483,18.5524,45.7018,32.3239,79.4584,31.3714,
911.0166,10.3056,96.9862,99.2835,25.9104,89.309,26.2442,67.1272,46.219,74.53,51.8919,18.2048,45.1708,31.8741,79.0523,30.9348,
914.218,9.9761,97.1643,99.1921,26.4474,88.9853,25.8547,66.6557,45.7088,74.141,51.4359,17.8594,44.6411,31.4258,78.6436,30.4998,
916.7289,9.6498,97.3371,99.0954,26.9884,88.6582,25.4683,66.1829,45.1989,73.7514,50.9802,17.5163,44.1127,30.9791,78.2325,30.0662,
917.4194,9.3266,97.5045,98.9932,27.5333,88.3278,25.0848,65.7087,44.6893,73.361,50.525,17.1755,43.5858,30.534,77.819,29.6342,
918.4865,9.0082,97.6658,98.8863,28.0795,87.9958,24.7063,65.2354,44.1825,72.9718,50.0725,16.8385,43.0627,30.0927,77.4051,29.2059,
920.0558,8.693,97.8218,98.7741,28.6294,87.6606,24.3307,64.7609,43.676,72.582,49.6204,16.5039,42.5412,29.653,76.9889,28.7792,
920.6207,8.3811,97.9725,98.6566,29.1831,87.3223,23.9581,64.2852,43.17,72.1917,49.1689,16.1715,42.0211,29.2149,76.5704,28.354,
921.6879,8.0726,98.1178,98.534,29.7404,86.9809,23.5885,63.8084,42.6645,71.8008,48.7179,15.8415,41.5027,28.7786,76.1498,27.9305,
923.8221,7.7688,98.2572,98.4067,30.299,86.6381,23.2234,63.3325,42.1615,71.411,48.2694,15.5151,40.988,28.3458,75.7287,27.5105,
927.5257,7.4684,98.3912,98.2742,30.8611,86.2923,22.8614,62.8555,41.6592,71.0209,47.8215,15.1911,40.4749,27.9148,75.3056,27.0921,
930.0366,7.1715,98.5199,98.1366,31.4268,85.9438,22.5023,62.3775,41.1574,70.6303,47.3742,14.8695,39.9636,27.4855,74.8803,26.6755,
932.3592,6.8782,98.6433,97.994,31.9958,85.5925,22.1461,61.8985,40.6562,70.2393,46.9276,14.5502,39.4539,27.0581,74.4531,26.2605,
933.9285,6.5897,98.7609,97.8469,32.5661,85.2398,21.7943,61.4204,40.1577,69.8496,46.4834,14.2344,38.948,26.6341,74.0256,25.8489,
937.6321,6.3048,98.8732,97.6947,33.1396,84.8846,21.4455,60.9415,39.6598,69.4595,46.04,13.9211,38.4438,26.2119,73.5961,25.4391,
941.3984,6.0237,98.9802,97.5376,33.7164,84.5267,21.0996,60.4617,39.1627,69.0692,45.5972,13.6101,37.9415,25.7916,73.1648,25.0311,
943.3444,5.7465,99.0819,97.3756,34.2964,84.1664,20.7566,59.9812,38.6664,68.6787,45.1553,13.3015,37.441,25.3732,72.7317,24.6249,
945.102,5.7302,99.0877,97.3658,34.3309,84.145,20.7364,59.9527,38.637,68.6555,45.1291,13.2833,37.4114,25.3485,72.706,24.6009,
948.3034,5.7139,99.0936,97.356,34.3653,84.1235,20.7162,59.9242,38.6076,68.6324,45.103,13.2651,37.3819,25.3238,72.6803,24.5769,
952.0697,5.6976,99.0994,97.3462,34.3998,84.1021,20.696,59.8957,38.5782,68.6093,45.0768,13.2469,37.3523,25.299,72.6545,24.5529,
952.5719,5.6813,99.1052,97.3364,34.4343,84.0807,20.6758,59.8672,38.5489,68.5861,45.0507,13.2288,37.3227,25.2743,72.6288,24.5289,
953.6391,5.6787,99.1061,97.3348,34.4399,84.0772,20.6725,59.8626,38.5441,68.5823,45.0464,13.2258,37.3179,25.2703,72.6246,24.525,
955.7733,5.676,99.1071,97.3332,34.4456,84.0737,20.6692,59.8579,38.5393,68.5786,45.0422,13.2228,37.3131,25.2663,72.6204,24.5211,
956.6521,5.6734,99.108,97.3316,34.4512,84.0702,20.6659,59.8533,38.5345,68.5748,45.0379,13.2199,37.3083,25.2623,72.6162,24.5172,
958.9747,5.6707,99.109,97.33,34.4568,84.0667,20.6626,59.8486,38.5297,68.571,45.0336,13.2169,37.3034,25.2582,72.612,24.5132,
962.1761,5.669,99.1096,97.329,34.4606,84.0643,20.6605,59.8455,38.5265,68.5685,45.0308,13.2149,37.3002,25.2555,72.6092,24.5106,
964.3104,5.6672,99.1102,97.3279,34.4643,84.062,20.6583,59.8424,38.5233,68.566,45.028,13.2129,37.297,25.2529,72.6064,24.508,
966.9468,5.6654,99.1108,97.3268,34.4681,84.0597,20.6561,59.8393,38.5201,68.5635,45.0251,13.211,37.2938,25.2502,72.6036,24.5054,
973.3496,5.6637,99.1115,97.3258,34.4718,84.0573,20.6539,59.8362,38.517,68.561,45.0223,13.209,37.2906,25.2475,72.6008,24.5028,
