Time (min),CLK/CYC_ODE,CLK_ODE,clk_ODE,CRY_ODE,CWO_ODE,cwo_ODE,PDP1_ODE,pdp1_ODE,PER/TIM_ODE,PER_ODE,per_ODE,TIM_ODE,tim_ODE,VRI_ODE,vri_ODE,
1362.2877,40.6566,56.5684,33.1198,99.5969,21.7182,0.4764,1.683,1.1765,7.1976,0.1687,16.2306,0.7282,4.7525,7.6901,4.7375,
1363.3548,41.3169,55.8495,32.4666,99.6731,21.2633,0.5393,1.5177,1.3252,6.8919,0.1185,16.8353,0.8413,5.0426,7.346,5.0247,
1364.9241,41.9775,55.1302,31.8175,99.741,20.8123,0.6063,1.3609,1.4827,6.5924,0.0771,17.4506,0.9627,5.3413,7.0092,5.3203,
1365.4891,42.6384,54.4108,31.1726,99.8008,20.3652,0.6774,1.2126,1.6488,6.2993,0.0444,18.0765,1.0923,5.6485,6.6798,5.6243,
1368.1255,43.2941,53.6971,30.5372,99.8522,19.9256,0.752,1.0739,1.8221,6.0148,0.0208,18.7076,1.229,5.9616,6.3603,5.9341,
1375.0305,43.9498,52.9835,29.9062,99.8958,19.4899,0.8306,0.9436,2.0039,5.7367,0.006,19.3489,1.3738,6.2832,6.0482,6.2523,
1376.0976,44.6054,52.2702,29.2796,99.9317,19.0581,0.9133,0.8217,2.1941,5.4649,0,20,1.5268,6.6131,5.7435,6.5787,
1378.7969,45.2607,51.5572,28.6575,99.96,18.6302,1.0002,0.7082,2.3928,5.1994,0.0029,20.6609,1.688,6.9515,5.4461,6.9134,
1379.864,45.9125,50.8483,28.0431,99.9807,18.2084,1.0907,0.6035,2.5987,4.9417,0.0147,21.328,1.8565,7.2964,5.1577,7.2547,
1380.9311,46.5638,50.14,27.4334,99.994,17.7905,1.1855,0.5072,2.813,4.6904,0.0354,22.0044,2.0332,7.6497,4.8766,7.6041,
1384.1325,47.2146,49.4325,26.8284,100,17.3765,1.2845,0.4192,3.0355,4.4455,0.0651,22.6898,2.218,8.0112,4.603,7.9617,
1387.3339,47.8646,48.726,26.2282,99.9988,16.9665,1.3877,0.3396,3.2662,4.2071,0.1038,23.3841,2.411,8.3809,4.3368,8.3275,
1391.0375,48.5129,48.0216,25.634,99.9905,16.5612,1.4951,0.2685,3.5046,3.9756,0.1516,24.0858,2.6119,8.7583,4.0786,8.7008,
1394.7411,49.1602,47.3185,25.0447,99.9752,16.1599,1.6068,0.2056,3.7512,3.7507,0.2084,24.7959,2.821,9.1438,3.828,9.0822,
1395.8082,49.8065,46.6166,24.4605,99.9529,15.7626,1.7228,0.1512,4.0059,3.5325,0.2744,25.514,3.0383,9.5376,3.5849,9.4717,
1396.8753,50.4516,45.9162,23.8815,99.9237,15.3693,1.8434,0.105,4.2687,3.3209,0.3496,26.24,3.2639,9.9395,3.3494,9.8693,
1398.5074,51.0969,45.2159,23.3066,99.8876,14.9794,1.9686,0.0672,4.54,3.1156,0.4343,26.9751,3.4982,10.3503,3.1212,10.2758,
1401.7088,51.7408,44.5174,22.7369,99.8448,14.5935,2.0984,0.0378,4.8194,2.9172,0.5282,27.7174,3.7408,10.7693,2.9006,10.6903,
1404.9102,52.3832,43.8206,22.1727,99.7952,14.2117,2.2329,0.0167,5.1067,2.7257,0.6316,28.4668,3.9918,11.1963,2.6878,11.1129,
1407.5466,53.0241,43.1258,21.614,99.739,13.8341,2.372,0.0042,5.4021,2.5412,0.7445,29.2229,4.2511,11.6315,2.4828,11.5436,
1409.6809,53.6673,42.4287,21.0574,99.6759,13.4584,2.5168,0,5.7073,2.3626,0.8676,29.9903,4.5206,12.0775,2.2845,11.985,
1411.8152,54.3088,41.7338,20.5065,99.6061,13.0869,2.6664,0.0044,6.0204,2.1912,1.0003,30.7639,4.7985,12.5317,2.094,12.4345,
1415.5187,54.5877, , , , ,2.6835, , , , ,30.8436,4.7205, , , ,
1420.8544, , ,20.1326, ,12.875, , ,6.1684,2.1771, ,31.2931, ,12.9015,1.941,12.791,
1422.4865,55.0614, , ,99.5969, ,2.7476, , , ,1.0236,31.7547,4.9494,13.1986, ,13.0828,
1424.9974, ,40.8441,19.7591, , , ,0.0167,6.3118,2.0193, , , , , , ,
1426.1901,55.5342, , , , ,2.8125, , , , ,32.2182,5.1839,13.4985,1.7622,13.3774,
1428.3243, , ,19.3885,99.5124,12.4434, , ,6.4568, ,1.1652,32.6835, , , , ,
1429.9564,56.0061,39.9546, , , ,2.8784,0.0378, ,1.8681, , ,5.4158,13.8012, ,13.6746,
1433.66, , ,19.0211, , , , ,6.6036, , ,33.1508, , ,1.5921, ,
1437.3636,56.4406, , ,99.4184,12.0198,2.9451, , , ,1.3156, ,5.6529,14.1067, ,13.973,
1438.9956, ,39.0691,18.6567, , , ,0.0672,6.7522,1.7187, ,33.633, , , , ,
1440.565,56.8742, , , , ,3.0127, , , , , ,5.8953,14.4134,1.4308,14.2738,
1445.3984, , ,18.2982,99.3156,11.6044, , ,6.9024, ,1.4747,34.1171, , , , ,
1449.102,57.3069,38.188, , , ,3.0813,0.105, ,1.5761, , ,6.143,14.7226, ,14.5772,
1452.8056, , ,17.9427, , , , ,7.0544, ,1.6426,34.603, , ,1.2666, ,
1454.9398,57.7387, , ,99.2039,11.165,3.2455,0.1512,7.4174,1.4404, , ,6.2789,15.0344, ,14.883,
1456.007, , ,17.5904, , ,3.4148, , , , ,35.0908, , , , ,
1457.0741,57.7693,37.9902,17.6073,99.1121,11.1377,3.5704,0.179,7.8663,1.3872,1.8952,35.0753,6.4637,15.1483,1.198,15.0256,
1460.8405,58.4086,37.2997,17.0853,98.999,10.7878,3.7565,0.24,8.237,1.262,2.0949,35.8963,6.8033,15.6635,1.0574,15.5361,
1462.9747,59.0453,36.6123,16.5699,98.8794,10.4425,3.9482,0.3099,8.6158,1.145,2.3049,36.721,7.1518,16.1868,0.9254,16.0546,
1465.6112,59.6793,35.9283,16.061,98.7535,10.1019,4.1455,0.3888,9.0025,1.0362,2.5252,37.5492,7.5092,16.7182,0.802,16.5813,
1468.8126,59.8227,35.7735,15.9465,98.724,10.0253,4.1911,0.4079,9.0913,1.0127,2.5766,37.7376,7.5915,16.8398,0.7752,16.7019,
1470.4446,59.966,35.619,15.8323,98.6942,9.9489,4.237,0.4275,9.1805,0.9896,2.6285,37.9261,7.6743,16.9619,0.7488,16.8229,
1471.5118,60.1092,35.4646,15.7184,98.6641,9.8727,4.2831,0.4476,9.2702,0.9669,2.681,38.1147,7.7576,17.0843,0.7229,16.9443,
1478.9189,60.2522,35.3105,15.605,98.6337,9.7969,4.3296,0.4681,9.3602,0.9447,2.734,38.3035,7.8413,17.2072,0.6975,17.0661,
1480.551,60.395,35.1565,15.4918,98.603,9.7212,4.3764,0.4891,9.4506,0.9229,2.7876,38.4924,7.9255,17.3305,0.6725,17.1884,
1483.7524,60.5377,35.0027,15.379,98.5719,9.6458,4.4234,0.5106,9.5415,0.9012,2.8416,38.6815,8.0101,17.4542,0.6479,17.311,
1489.9041,60.6803,34.849,15.2665,98.5405,9.5706,4.4708,0.5325,9.6328,0.8798,2.8962,38.8707,8.0952,17.5783,0.6238,17.4341,
1491.7245,60.8227,34.6956,15.1544,98.5088,9.4957,4.5185,0.5549,9.7244,0.8586,2.9514,39.06,8.1807,17.7028,0.6001,17.5575,
1499.6966,60.9909,34.5144,15.0223,98.4709,9.4074,4.5753,0.5819,9.8333,0.8338,3.0173,39.2841,8.2825,17.8506,0.5727,17.7041,
1501.8309,61.1589,34.3334,14.8906,98.4325,9.3194,4.6325,0.6096,9.9428,0.8094,3.084,39.5083,8.3849,17.9989,0.546,17.8512,
1502.3958,61.3266,34.1527,14.7595,98.3937,9.2318,4.6901,0.638,10.0529,0.7852,3.1514,39.7327,8.488,18.1478,0.5198,17.9989,
1503.9651,61.4942,33.9722,14.6288,98.3544,9.1446,4.7482,0.667,10.1635,0.7614,3.2195,39.9573,8.5917,18.2973,0.4943,18.1472,
1507.7315,62.1073,33.3123,14.1533,98.2065,8.8272,4.965,0.779,10.5743,0.6767,3.4761,40.7828,8.9779,18.8507,0.4061,18.6962,
1511.435,62.7174,32.656,13.6846,98.0526,8.5145,5.1878,0.8997,10.9925,0.5964,3.7428,41.6098,9.3728,19.4116,0.3264,19.2528,
1515.1386,63.3243,32.0037,13.2226,97.8929,8.2066,5.4166,1.0292,11.4182,0.5207,4.0195,42.4381,9.7763,19.9799,0.2553,19.8168,
1521.0392,63.928,31.3554,12.7675,97.7272,7.9034,5.6515,1.1674,11.8513,0.4496,4.3064,43.2673,10.1885,20.5555,0.1928,20.3883,
1521.5414,64.5189,30.7212,12.3264,97.5586,7.6097,5.8887,1.312,12.2846,0.3842,4.5987,44.0839,10.6025,21.1291,0.1398,20.9579,
1523.1735,65.1066,30.0911,11.892,97.3843,7.3206,6.132,1.465,12.725,0.3236,4.9007,44.9007,11.0249,21.7096,0.0952,21.5346,
1524.7428,65.6909,29.4652,11.4644,97.2044,7.0363,6.3815,1.6266,13.1724,0.2679,5.2125,45.7174,11.4555,22.2969,0.0591,22.1182,
1527.9442,66.2718,28.8436,11.0437,97.0191,6.7568,6.6372,1.7966,13.6268,0.217,5.5341,46.5336,11.8945,22.891,0.0315,22.7088,
1533.2799,66.8526,28.2227,10.6275,96.8271,6.4805,6.9009,1.9762,14.0907,0.1709,5.8675,47.3539,12.3443,23.4952,0.0123,23.3096,
1535.4141,67.4297,27.6063,10.2185,96.6297,6.2092,7.171,2.1644,14.5615,0.1301,6.2107,48.173,12.8024,24.1061,0.0018,23.9172,
1536.9834,68.0033,26.9945,9.8166,96.4267,5.9427,7.4478,2.3612,15.0392,0.0946,6.5638,48.9908,13.2688,24.7235,0,24.5316,
1540.1848,68.5731,26.3874,9.4218,96.2184,5.6813,7.7314,2.5666,15.5237,0.0645,6.9268,49.8069,13.7434,25.3474,0.0069,25.1525,
1545.5205,69.1461,25.7777,9.0297,96.002,5.4218,8.0253,2.7833,16.021,0.0397,7.3042,50.631,14.2321,25.9854,0.0229,25.7878,
1546.3365,69.7152,25.173,8.645,95.7801,5.1676,8.3264,3.0088,16.5251,0.0208,7.6918,51.4528,14.7292,26.6297,0.0479,26.4296,
1547.6548,70.2803,24.5734,8.2679,95.5527,4.9186,8.6347,3.2431,17.036,0.0077,8.0893,52.272,15.2346,27.2803,0.082,27.078,
1550.354,70.8415,23.979,7.8985,95.3199,4.6749,8.9503,3.4863,17.5536,0.0007,8.4968,53.0883,15.7482,27.9371,0.1251,27.7327,
1553.5554,71.4093,23.3784,7.5297,95.0771,4.432,9.2796,3.7433,18.0882,0,8.9226,53.9173,16.2802,28.6129,0.1785,28.4066,
1560.9625,71.9729,22.7834,7.1691,94.8286,4.1947,9.6169,4.0094,18.6296,0.0058,9.3587,54.7428,16.8206,29.2948,0.2414,29.087,
1562.5946,72.5321,22.1941,6.8165,94.5747,3.9632,9.9621,4.2848,19.1778,0.0183,9.805,55.5645,17.3693,29.9827,0.3139,29.7736,
1563.0968,73.087,21.6105,6.4721,94.3152,3.7374,10.3153,4.5693,19.7327,0.0376,10.2616,56.3821,17.9263,30.6764,0.396,30.4663,
1570.5667,73.6525,21.0171,6.1268,94.043,3.5115,10.6868,4.8711,20.3097,0.0647,10.7414,57.2177,18.5071,31.3952,0.4903,31.1844,
1572.701,74.2132,20.4299,5.7903,93.765,3.2918,11.0671,5.1826,20.8936,0.0993,11.2318,58.0485,19.0964,32.1198,0.5948,31.9087,
1577.4717,74.7692,19.8492,5.4626,93.4813,3.0784,11.4563,5.5038,21.4844,0.1415,11.7329,58.8742,19.6941,32.8502,0.7096,32.639,
1578.0366,75.3204,19.275,5.1438,93.192,2.8713,11.8545,5.8346,22.0819,0.1915,12.2446,59.6947,20.3002,33.586,0.8346,33.3752,
1581.7402,75.8611,18.7131,4.8371,92.9002,2.6727,12.2576,6.1715,22.6798,0.2488,12.7613,60.5012,20.908,34.3197,0.9685,34.1095,
1584.4394,76.3971,18.1579,4.5393,92.6029,2.4805,12.6699,6.5179,23.2841,0.3139,13.2882,61.3022,21.5238,35.0584,1.1125,34.8492,
1586.0087,76.9282,17.6093,4.2504,92.3001,2.2948,13.0914,6.8736,23.8948,0.3872,13.8253,62.0974,22.1474,35.802,1.2666,35.5943,
1587.6408,77.4545,17.0675,3.9704,91.992,2.1156,13.5223,7.2388,24.5118,0.4686,14.3725,62.8866,22.7787,36.5504,1.4308,36.3445,
1588.7079,77.9377,16.5716,3.7191,91.7018,1.9554,13.9299,7.5854,25.0888,0.5514,14.8883,63.6123,23.3703,37.2479,1.5921,37.044,
1592.4115,78.4167,16.0817,3.4755,91.407,1.801,14.3458,7.9402,25.6711,0.6415,15.4126,64.3325,23.9682,37.9491,1.7622,37.7476,
1594.0436,78.8914,15.5977,3.2398,91.1077,1.6524,14.7701,8.3029,26.2586,0.739,15.9454,65.0472,24.5724,38.654,1.941,38.4552,
1597.7472,79.3619,15.1199,3.012,90.8039,1.5097,15.2028,8.6737,26.8512,0.844,16.4865,65.7563,25.1828,39.3624,2.1287,39.1666,
1601.4507,79.8034,14.6733,2.8036,90.5121,1.38,15.6203,9.0321,27.4168,0.9504,17.0064,66.4222,25.7662,40.0362,2.3145,39.8436,
1604.15,80.2411,14.2322,2.6024,90.2163,1.2557,16.0456,9.3976,27.9868,1.0637,17.5336,67.083,26.355,40.7128,2.5082,40.5238,
1607.728,80.6749,13.7967,2.4084,89.9166,1.1369,16.4787,9.7703,28.5612,1.184,18.0682,67.7383,26.9489,41.3922,2.7098,41.2071,
1611.0549,81.1049,13.367,2.2216,89.6129,1.0236,16.9197,10.1501,29.1398,1.3114,18.6099,68.3883,27.548,42.0743,2.9194,41.8934,
1614.8213,81.5139,12.96,2.0491,89.3177,0.92,17.3505,10.5213,29.6993,1.4404,19.1366,69.007,28.1277,42.7313,3.128,42.5548,
1618.5248,81.9194,12.5583,1.8834,89.019,0.8216,17.7887,10.899,30.2625,1.5761,19.6698,69.6206,28.712,43.3905,3.344,43.2186,
1619.592,82.3213,12.162,1.7244,88.7166,0.7285,18.2345,11.2833,30.8295,1.7187,20.2095,70.229,29.3006,44.0517,3.5673,43.8849,
1622.2284,82.7196,11.7712,1.5722,88.4108,0.6406,18.6878,11.674,31.4003,1.8681,20.7555,70.8322,29.8936,44.7149,3.798,44.5534,
1625.4298,83.1016,11.3982,1.4314,88.1114,0.5607,19.1338,12.0583,31.9561,2.0193,21.2899,71.411,30.4715,45.3585,4.0282,45.2024,
1627.0619,83.4803,11.0305,1.2971,87.8088,0.4858,19.5869,12.4486,32.5153,2.1771,21.8301,71.9847,31.0533,46.0037,4.2653,45.8533,
1629.1962,83.8556,10.668,1.1692,87.5028,0.4161,20.0474,12.8449,33.0778,2.3415,22.3761,72.5535,31.6388,46.6505,4.5094,46.506,
1630.2633,84.2275,10.3108,1.0477,87.1937,0.3516,20.5151,13.2473,33.6435,2.5127,22.9278,73.1172,32.2281,47.2986,4.7603,47.1605,
1632.8997,84.5862,9.9684,0.9358,86.8897,0.2938,20.9774,13.6445,34.1972,2.6858,23.4701,73.661,32.8049,47.9306,5.0112,47.7989,
1633.4647,84.9417,9.631,0.8301,86.5827,0.241,21.4468,14.0474,34.7538,2.8654,24.0176,74.1999,33.3851,48.5637,5.2686,48.4387,
1636.6661,85.294,9.2988,0.7305,86.2727,0.1932,21.9232,14.4559,35.3134,3.0515,24.5703,74.734,33.9685,49.1978,5.5325,49.0798,
1637.7332,85.6431,8.9717,0.6373,85.9597,0.1506,22.4067,14.87,35.8758,3.2443,25.1281,75.2632,34.555,49.8329,5.803,49.7221,
1639.8047,85.9811,8.6572,0.5522,85.651,0.114,22.8861,15.28,36.4281,3.4392,25.678,75.7755,35.1311,50.4542,6.0736,50.3508,
1640.8718,86.316,8.3477,0.4731,85.3394,0.0823,23.3724,15.6953,36.983,3.6405,26.2327,76.2832,35.71,51.0763,6.3505,50.9805,
1643.0061,86.648,8.0433,0.4,85.0251,0.0557,23.8656,16.1159,37.5405,3.8483,26.792,76.7863,36.2916,51.6989,6.6336,51.611,
1646.2075,86.9768,7.7439,0.333,84.7079,0.0342,24.3658,16.5417,38.1005,4.0626,27.356,77.2846,36.8759,52.3221,6.9229,52.2423,
1647.2746,87.2962,7.4555,0.2732,84.3944,0.0181,24.8628,16.964,38.6518,4.2791,27.9131,77.7684,37.451,52.9333,7.2126,52.8617,
1653.6774,87.6126,7.1721,0.2192,84.0781,0.007,25.3666,17.3914,39.2055,4.5021,28.4745,78.2477,38.0286,53.5448,7.5082,53.4816,
1656.3766,87.9261,6.8936,0.1712,83.7593,0.0009,25.8772,17.8237,39.7614,4.7314,29.0402,78.7225,38.6084,54.1566,7.8099,54.102,
1659.578,88.2366,6.6202,0.129,83.4378,0,26.3945,18.261,40.3196,4.9673,29.61,79.1928,39.1905,54.7685,8.1175,54.7228,
1664.3487,88.5389,6.3565,0.0933,83.1195,0.0041,26.9095,18.6954,40.8702,5.2055,30.1738,79.6504,39.7645,55.3697,8.4255,55.333,
1666.9852,88.8384,6.0977,0.0633,82.7986,0.0132,27.431,19.1345,41.4228,5.45,30.7414,80.1036,40.3405,55.971,8.7394,55.9435,
1667.5501,89.135,5.8439,0.0391,82.4753,0.0274,27.9592,19.5783,41.9775,5.701,31.3129,80.5525,40.9184,56.5721,9.0589,56.554,
1668.0523,89.4288,5.595,0.0207,82.1494,0.0467,28.4941,20.0267,42.5341,5.9584,31.8881,80.997,41.4982,57.173,9.3843,57.1645,
1669.1194,89.7153,5.3549,0.0082,81.8263,0.0708,29.0271,20.4727,43.084,6.2181,32.4579,81.4302,42.0707,57.7644,9.7102,57.7655,
1671.2537,89.999,5.1197,0.0013,81.5008,0.1,29.5666,20.9232,43.6356,6.4842,33.0312,81.8593,42.6448,58.3554,10.0416,58.3664,
1671.8187,90.28,4.8894,0,81.173,0.1343,30.1125,21.378,44.1891,6.7567,33.6079,82.2841,43.2205,58.946,10.3786,58.967,
1676.0872,90.5583,4.664,0.0044,80.8428,0.1737,30.6649,21.8373,44.7443,7.0356,34.188,82.7047,43.7977,59.5361,10.7211,59.5674,
1678.2214,90.83,4.4466,0.0143,80.515,0.2178,31.216,22.2945,45.2934,7.317,34.7632,83.1153,44.3683,60.1175,11.0643,60.159,
1689.3949,91.099,4.2341,0.0297,80.1849,0.2669,31.7734,22.7558,45.8441,7.6047,35.3415,83.5217,44.9402,60.6982,11.4128,60.7501,
1693.0985,91.3654,4.0265,0.0506,79.8526,0.3213,32.3371,23.2214,46.3963,7.8987,35.9228,83.9241,45.5134,61.2783,11.7667,61.3408,
1695.2328,91.6291,3.8237,0.0771,79.5181,0.3809,32.9071,23.6911,46.95,8.1991,36.5071,84.3224,46.0877,61.8575,12.126,61.9308,
1697.367,91.8868,3.6284,0.1087,79.1856,0.4449,33.4761,24.159,47.4983,8.502,37.087,84.7117,46.6559,62.4288,12.486,62.5128,
1698.9991,92.142,3.4379,0.1458,78.851,0.5141,34.0512,24.6309,48.0479,8.8113,37.6696,85.097,47.2252,62.9992,12.8511,63.0941,
1700.5684,92.3945,3.2522,0.1884,78.5143,0.5886,34.6325,25.1067,48.5988,9.1268,38.2549,85.4784,47.7954,63.5686,13.2215,63.6745,
1702.1378,92.6444,3.0715,0.2364,78.1755,0.6685,35.2198,25.5865,49.1511,9.4487,38.8429,85.8558,48.3665,64.137,13.597,64.2541,
1704.837,92.8889,2.8976,0.2892,77.8385,0.7526,35.8066,26.0648,49.6984,9.7732,39.4268,86.2251,48.9321,64.698,13.9734,64.8263,
1710.1726,93.1309,2.7285,0.3475,77.4994,0.8421,36.3993,26.5468,50.2468,10.104,40.0131,86.5905,49.4984,65.2579,14.3548,65.3975,
1712.3069,93.3702,2.5643,0.4111,77.1584,0.9369,36.9978,27.0326,50.7964,10.4411,40.6018,86.952,50.0654,65.8165,14.7412,65.9676,
1715.5083,93.6068,2.4049,0.4801,76.8153,1.0371,37.6022,27.522,51.347,10.7845,41.1927,87.3097,50.633,66.374,15.1325,66.5365,
1716.0105,93.8386,2.252,0.5538,76.4737,1.1417,38.2064,28.0103,51.8933,11.1306,41.7801,87.66,51.1956,66.9246,15.5249,67.0986,
1719.7768,94.0677,2.1038,0.6328,76.1302,1.2517,38.8162,28.5021,52.4404,11.483,42.3695,88.0066,51.7586,67.4739,15.9222,67.6595,
1722.9154,94.2942,1.9605,0.7171,75.7848,1.3671,39.4317,28.9974,52.9886,11.8416,42.9609,88.3494,52.3221,68.0218,16.3243,68.219,
1723.857,94.518,1.8221,0.8067,75.4374,1.488,40.0528,29.4963,53.5375,12.2065,43.5544,88.6885,52.8859,68.5682,16.7312,68.7772,
1726.6818,94.7373,1.6897,0.9009,75.0912,1.6133,40.6741,29.9943,54.0827,12.5744,44.1446,89.0209,53.4453,69.1084,17.1394,69.3291,
1730.3854,94.954,1.5621,1.0003,74.7432,1.7441,41.3008,30.4956,54.6286,12.9484,44.7367,89.3496,54.0049,69.6471,17.5523,69.8796,
1734.1517,95.1679,1.4394,1.105,74.3933,1.8804,41.9329,31.0003,55.1752,13.3287,45.3305,89.6747,54.5647,70.1841,17.9699,70.4284,
1736.7881,95.379,1.3216,1.215,74.0417,2.0223,42.5703,31.5083,55.7225,13.7151,45.9259,89.996,55.1247,70.7194,18.3921,70.9757,
1737.8553,95.586,1.2094,1.3294,73.6907,2.1688,43.2084,32.0159,56.2666,14.105,46.5188,90.3114,55.6808,71.2493,18.816,71.5174,
1739.9895,95.7901,1.102,1.4491,73.338,2.321,43.8517,32.5267,56.8113,14.5009,47.1131,90.6232,56.2369,71.7774,19.2445,72.0573,
1741.3078,95.9914,0.9995,1.574,72.9835,2.4787,44.5,33.0406,57.3565,14.903,47.7089,90.9312,56.7931,72.3036,19.6774,72.5955,
1744.7602,96.1898,0.9019,1.7041,72.6274,2.6422,45.1533,33.5576,57.9021,15.3112,48.306,91.2356,57.3491,72.8279,20.1149,73.1317,
1746.3923,96.3843,0.8097,1.8387,72.2713,2.8105,45.8081,34.075,58.4455,15.7234,48.9014,91.5348,57.9022,73.3476,20.5546,73.6633,
1749.5937,96.5757,0.7223,1.9786,71.9136,2.9846,46.4677,34.5954,58.9892,16.1416,49.498,91.8304,58.455,73.8653,20.9987,74.1929,
1752.2302,96.7641,0.6398,2.1237,71.5542,3.1644,47.1321,35.1187,59.5332,16.5659,50.0957,92.1222,59.0077,74.3809,21.4472,74.7204,
1757.0636,96.9492,0.5622,2.2739,71.1932,3.3501,47.801,35.6449,60.0774,16.9963,50.6944,92.4104,59.56,74.8944,21.9001,75.2458,
1758.1308,97.1306,0.4898,2.429,70.8315,3.5412,48.4727,36.1726,60.6205,17.4316,51.2926,92.6941,60.1106,75.4043,22.3561,75.7676,
1758.633,97.3087,0.4222,2.5893,70.4682,3.7382,49.1489,36.703,61.1638,17.8729,51.8917,92.9741,60.6607,75.9121,22.8164,76.2871,
1761.3322,97.4832,0.3596,2.7548,70.1032,3.9411,49.8293,37.2362,61.7071,18.3202,52.4917,93.2503,61.2104,76.4175,23.281,76.8043,
1763.4664,97.6541,0.302,2.9254,69.7368,4.15,50.5139,37.7721,62.2505,18.7736,53.0924,93.5227,61.7595,76.9205,23.7498,77.3191,
1767.17,97.8215,0.2493,3.1015,69.3683,4.3651,51.2033,38.3112,62.7945,19.2334,53.6944,93.7916,62.3087,77.4215,24.2233,77.8319,
1776.7742,97.9848,0.2015,3.2828,68.9983,4.5863,51.8967,38.8529,63.3383,19.6992,54.297,94.0566,62.8572,77.9201,24.701,78.342,
1779.4106,98.1441,0.1588,3.4693,68.6268,4.8137,52.594,39.3971,63.882,20.1709,54.9001,94.3177,63.405,78.416,25.1828,78.8495,
1782.612,98.299,0.1212,3.661,68.2538,5.0472,53.2949,39.9438,64.4254,20.6486,55.5037,94.5748,63.9521,78.9093,25.6688,79.3543,
1784.2441,98.4503,0.0884,3.8592,67.8768,5.2885,54.004,40.4966,64.9721,21.1354,56.1116,94.8295,64.5019,79.4029,26.162,79.8594,
1784.7463,98.5968,0.0607,4.0628,67.4984,5.5362,54.7165,41.0517,65.5184,21.6282,56.7197,95.08,65.0507,79.8936,26.6593,80.3615,
1786.8806,98.7382,0.0382,4.2716,67.1184,5.7903,55.4323,41.6093,66.0642,22.127,57.3281,95.3263,65.5987,80.3814,27.1606,80.8605,
1790.082,98.8741,0.0208,4.4857,66.737,6.0507,56.1513,42.1692,66.6095,22.6317,57.9366,95.5682,66.1456,80.8661,27.666,81.3562,
1793.2833,99.0063,0.0085,4.7084,66.3484,6.3217,56.8839,42.7397,67.1623,23.15,58.5541,95.8092,66.6995,81.3547,28.1829,81.856,
1796.4847,99.1321,0.0016,4.9366,65.9583,6.5994,57.6195,43.3125,67.7143,23.6743,59.1717,96.0455,67.2522,81.84,28.7039,82.3523,
1799.6861,99.2514,0,5.1702,65.5667,6.8838,58.3577,43.8874,68.2655,24.2047,59.7891,96.2769,67.8037,82.3218,29.2289,82.8448,
